epoch,train_acc,test_acc,train_loss,test_loss
112,0.89864000,0.82320000,0.29982581,0.54773447
113,0.89562000,0.82320000,0.30248654,0.54759376
114,0.89590000,0.82640000,0.29796506,0.54307308
115,0.89540000,0.82320000,0.30526768,0.54377323
116,0.89576000,0.82530000,0.30087840,0.54289874
117,0.89802000,0.82160000,0.29761930,0.56178426
118,0.89874000,0.82070000,0.29604571,0.56185452
119,0.89460000,0.81950000,0.30659621,0.56607047
120,0.89750000,0.82070000,0.29800558,0.57115817
121,0.89786000,0.82650000,0.29762678,0.55180375
122,0.89610000,0.82070000,0.30234963,0.58131182
123,0.89636000,0.82210000,0.30373250,0.56348102
124,0.89336000,0.82120000,0.30418403,0.55864953
125,0.89702000,0.82770000,0.29972832,0.53706004
126,0.89620000,0.82650000,0.30099155,0.55940453
127,0.89564000,0.82070000,0.30501696,0.56550624
128,0.89562000,0.81410000,0.30110383,0.58661845
129,0.89634000,0.82570000,0.30407771,0.55209374
130,0.89480000,0.81710000,0.30235385,0.59174330
131,0.89546000,0.80610000,0.30354679,0.63931898
132,0.89316000,0.81730000,0.30762434,0.57944970
133,0.89256000,0.80840000,0.31019435,0.60518012
134,0.89444000,0.81870000,0.30479486,0.58932006
135,0.89320000,0.81940000,0.31048578,0.57192962
136,0.89194000,0.80920000,0.31305714,0.62556638
137,0.88866000,0.80930000,0.31522387,0.58836554
138,0.89116000,0.81100000,0.31684162,0.60856798
139,0.89364000,0.82020000,0.30964235,0.57244893
140,0.89340000,0.82260000,0.31109894,0.56191925
141,0.89246000,0.78820000,0.31357358,0.70864601
142,0.89282000,0.81670000,0.31020409,0.57369606
143,0.89052000,0.81650000,0.31857186,0.57952376
144,0.89056000,0.81130000,0.31716039,0.60974182
145,0.89216000,0.80130000,0.31464663,0.67183887
146,0.89072000,0.81080000,0.31898048,0.60253361
147,0.88876000,0.81180000,0.31927896,0.62517194
148,0.89148000,0.80510000,0.31870790,0.62913003
149,0.88972000,0.80240000,0.31792581,0.64131008
150,0.88880000,0.82050000,0.32355931,0.57526370
151,0.88904000,0.78900000,0.32070584,0.70724673
152,0.88760000,0.81200000,0.32719086,0.59056515
153,0.88776000,0.81440000,0.32176215,0.58005267
154,0.88714000,0.81210000,0.32430267,0.59484648
155,0.88804000,0.78970000,0.32882831,0.74747877
156,0.88736000,0.74850000,0.32716226,0.85912466
157,0.88804000,0.80390000,0.32584150,0.60878039
158,0.88598000,0.78670000,0.32980011,0.70470123
159,0.88636000,0.79470000,0.32965524,0.66570340
160,0.88762000,0.77490000,0.32314529,0.79376765
161,0.88418000,0.79640000,0.33602173,0.65716957
162,0.88618000,0.79250000,0.33032763,0.67045972
163,0.88478000,0.80320000,0.33523061,0.64309398
164,0.88734000,0.77580000,0.32756014,0.73890668
165,0.88240000,0.79820000,0.33975713,0.62767239
166,0.88300000,0.81310000,0.33693968,0.58616199
167,0.88414000,0.78680000,0.33849966,0.69585605
168,0.88444000,0.80200000,0.33655406,0.63188864
169,0.88420000,0.79900000,0.33840256,0.62809586
170,0.88530000,0.79120000,0.33403249,0.69158616
171,0.88152000,0.79120000,0.34437591,0.64056971
172,0.88072000,0.79470000,0.34505413,0.67205359
173,0.88146000,0.75190000,0.34239794,0.86173202
174,0.88084000,0.80580000,0.34358522,0.67128737
175,0.88376000,0.80940000,0.34097662,0.59676477
176,0.88332000,0.76090000,0.33925353,0.77847283
177,0.88124000,0.81220000,0.34246515,0.57097459
178,0.88110000,0.78350000,0.34509010,0.70756602
179,0.88444000,0.80520000,0.33737105,0.63630107
180,0.88282000,0.75460000,0.34034227,0.82896618
181,0.88220000,0.79290000,0.33938126,0.69680777
182,0.88132000,0.80060000,0.34047424,0.65412862
183,0.88222000,0.78700000,0.33979528,0.72077666
184,0.88122000,0.80510000,0.34293542,0.60204400
185,0.88370000,0.78020000,0.33354968,0.74728779
186,0.88566000,0.80560000,0.33783055,0.60702309
187,0.88366000,0.76010000,0.33689753,0.87521746
188,0.88310000,0.78800000,0.34023258,0.69800319
189,0.88244000,0.70720000,0.33848644,1.12798192
190,0.88462000,0.77020000,0.33647560,0.72541949
191,0.88506000,0.78920000,0.33250776,0.68900322
192,0.88560000,0.80840000,0.33345649,0.62154414
193,0.88576000,0.79890000,0.33117143,0.63110080
194,0.88638000,0.81570000,0.32676508,0.58871171
195,0.88602000,0.74040000,0.32798285,0.91830702
196,0.88684000,0.78060000,0.32533523,0.71885519
197,0.88774000,0.79410000,0.32655141,0.67107657
198,0.88674000,0.81050000,0.33023293,0.58057629
199,0.88916000,0.80070000,0.32089128,0.64444678
200,0.88784000,0.80320000,0.32348567,0.64510877
201,0.88688000,0.76860000,0.32727145,0.73684853
202,0.88832000,0.77760000,0.32587756,0.72006599
203,0.88698000,0.76330000,0.32375079,0.82569036
204,0.89044000,0.80240000,0.31767637,0.63498839
205,0.89106000,0.81130000,0.31649232,0.62819954
206,0.89112000,0.78310000,0.31411787,0.72443534
207,0.89096000,0.80090000,0.31247391,0.64138642
208,0.88920000,0.76300000,0.31923152,0.85583070
209,0.89432000,0.81040000,0.30765402,0.61867564
210,0.89372000,0.81010000,0.30607345,0.60337780
211,0.89500000,0.79430000,0.30737875,0.70530581
212,0.89440000,0.80420000,0.30633177,0.65345065
213,0.89324000,0.82020000,0.30799989,0.55919808
214,0.89312000,0.80180000,0.30976734,0.66548404
215,0.89394000,0.82420000,0.30559629,0.60787204
216,0.89846000,0.81130000,0.29470487,0.60537165
217,0.89714000,0.82180000,0.29168023,0.58764737
218,0.89498000,0.81410000,0.29937721,0.60096556
219,0.90098000,0.80910000,0.29037675,0.61161738
220,0.90004000,0.78380000,0.28935589,0.71138949
221,0.89818000,0.81930000,0.29521557,0.57956993
222,0.89940000,0.81510000,0.29097418,0.63135438
223,0.90042000,0.79810000,0.28363488,0.71860713
224,0.90156000,0.79630000,0.28688252,0.71743381
225,0.90216000,0.81590000,0.28547485,0.60557845
226,0.90606000,0.80060000,0.27404464,0.65994675
227,0.90310000,0.82590000,0.27902522,0.59255227
228,0.90528000,0.79520000,0.27537526,0.67511588
229,0.90618000,0.78040000,0.27299737,0.77883892
230,0.90656000,0.82610000,0.26878339,0.57289010
231,0.90562000,0.80950000,0.27254594,0.64402281
232,0.90820000,0.82000000,0.26356613,0.60309926
233,0.90888000,0.83010000,0.26479161,0.56544936
234,0.90914000,0.81690000,0.26144946,0.58775347
235,0.91118000,0.82580000,0.25953129,0.57750473
236,0.90946000,0.81750000,0.25862081,0.58890827
237,0.90994000,0.82290000,0.25866451,0.59817084
238,0.91206000,0.82620000,0.25373410,0.59760207
239,0.91174000,0.82280000,0.25618263,0.58723318
240,0.91504000,0.82490000,0.24716737,0.58637914
241,0.91452000,0.82040000,0.24585125,0.59072122
242,0.91650000,0.81410000,0.23986451,0.64290215
243,0.91622000,0.81970000,0.24007178,0.61091395
244,0.91578000,0.82910000,0.23892543,0.57571217
245,0.91624000,0.83210000,0.24068631,0.56616414
246,0.92084000,0.81820000,0.23063049,0.61980206
247,0.91880000,0.83370000,0.23336731,0.55406729
248,0.92124000,0.82730000,0.22848463,0.57499614
249,0.92110000,0.81030000,0.22896376,0.65036602
250,0.92186000,0.82950000,0.22475235,0.57317837
251,0.92204000,0.82650000,0.22660514,0.60027221
252,0.92226000,0.81090000,0.22238793,0.65541314
253,0.92268000,0.82690000,0.22161741,0.59690349
254,0.92372000,0.81940000,0.22124564,0.64775763
255,0.92430000,0.82030000,0.21518651,0.63172162
256,0.92508000,0.82780000,0.21666944,0.60583147
257,0.92732000,0.83500000,0.21069920,0.57793073
258,0.92894000,0.83330000,0.20488401,0.56817862
259,0.92844000,0.82420000,0.20643190,0.64047891
260,0.93032000,0.83720000,0.20336386,0.56399684
261,0.92856000,0.81790000,0.20662734,0.65946312
262,0.93178000,0.83270000,0.19662421,0.59431284
263,0.93152000,0.82900000,0.19739012,0.59521941
264,0.93206000,0.82850000,0.19539638,0.61250621
265,0.93122000,0.83360000,0.19791523,0.60520359
266,0.93272000,0.83680000,0.19524010,0.58311838
267,0.93280000,0.82960000,0.19481765,0.62964191
268,0.93416000,0.83180000,0.19254351,0.59190592
269,0.93284000,0.84210000,0.19390597,0.56050703
270,0.93492000,0.83450000,0.18644229,0.58160660
271,0.93578000,0.83630000,0.18519723,0.58008250
272,0.93748000,0.82980000,0.18263539,0.62984663
273,0.93468000,0.84110000,0.18480709,0.57804186
274,0.93750000,0.83430000,0.18287501,0.59447690
275,0.93804000,0.83520000,0.17893185,0.57491636
276,0.93724000,0.83710000,0.18114057,0.57611647
277,0.93872000,0.84460000,0.17773909,0.55755232
278,0.93870000,0.83680000,0.17531200,0.59082143
279,0.94056000,0.84120000,0.17236614,0.59605122
280,0.93848000,0.83860000,0.17698395,0.58910946
281,0.93984000,0.83910000,0.17342901,0.57827539
282,0.94138000,0.84140000,0.17196334,0.56870361
283,0.94154000,0.83710000,0.17336453,0.60379837
284,0.93970000,0.84150000,0.17442570,0.57039381
285,0.93978000,0.83900000,0.17248338,0.58867422
286,0.93922000,0.83780000,0.17225113,0.59710865
287,0.93990000,0.83720000,0.17278856,0.59095193
288,0.94128000,0.83620000,0.17014161,0.59386755
289,0.94158000,0.83890000,0.16775427,0.58628221
290,0.93988000,0.83800000,0.17173476,0.58421022
291,0.94064000,0.83930000,0.17259564,0.59392300
292,0.94032000,0.84130000,0.17265567,0.58366748
293,0.94088000,0.83950000,0.17262297,0.58980098
294,0.94204000,0.84190000,0.16812563,0.57562356
295,0.94316000,0.83940000,0.16412782,0.59333135
296,0.94340000,0.83950000,0.16274841,0.58248293
297,0.94206000,0.83870000,0.16907930,0.58827469
298,0.94130000,0.83840000,0.17334150,0.59323458
299,0.94232000,0.84150000,0.16550361,0.58677193
300,0.94280000,0.84140000,0.16614062,0.58078624
