epoch,train_acc,test_acc,train_loss,test_loss
143,0.89560000,0.86170000,0.30525051,0.45455441
144,0.89318000,0.84900000,0.30957521,0.52959815
145,0.89242000,0.87310000,0.31087387,0.41890478
146,0.89068000,0.85360000,0.31449533,0.47288056
147,0.89094000,0.85850000,0.31382683,0.48000136
148,0.89130000,0.85650000,0.31039101,0.47312283
149,0.89070000,0.86290000,0.31259153,0.44525836
150,0.89262000,0.86620000,0.31226813,0.44885858
151,0.89110000,0.85700000,0.31670834,0.46984108
152,0.89092000,0.86430000,0.31281197,0.45483714
153,0.88958000,0.86510000,0.31726130,0.44444057
154,0.88916000,0.85610000,0.32075733,0.47311583
155,0.88896000,0.86530000,0.31788610,0.43950420
156,0.89118000,0.86480000,0.31536288,0.46538407
157,0.88936000,0.86570000,0.31766810,0.45148080
158,0.88768000,0.84220000,0.32191215,0.56798054
159,0.88980000,0.85620000,0.32045462,0.46521028
160,0.88684000,0.86340000,0.32257110,0.46477040
161,0.88690000,0.83510000,0.32386293,0.54796820
162,0.88784000,0.84760000,0.32609630,0.51935623
163,0.88918000,0.86750000,0.32394314,0.43107136
164,0.88892000,0.83400000,0.32344313,0.59198356
165,0.88654000,0.85780000,0.33105683,0.45091333
166,0.88542000,0.84200000,0.33164821,0.56469490
167,0.88628000,0.86750000,0.32891427,0.42921695
168,0.88580000,0.85850000,0.32602587,0.48038301
169,0.88734000,0.85950000,0.32893913,0.45794876
170,0.88460000,0.86130000,0.32984132,0.47006022
171,0.88754000,0.86520000,0.32726925,0.43597443
172,0.88562000,0.86530000,0.33398905,0.43583778
173,0.88422000,0.86470000,0.33728735,0.44178400
174,0.88640000,0.85780000,0.32919053,0.46955702
175,0.88540000,0.84930000,0.33301930,0.51479533
176,0.88578000,0.85050000,0.33298959,0.51262378
177,0.88468000,0.85310000,0.33388125,0.47866388
178,0.88430000,0.85920000,0.33205329,0.46549735
179,0.88730000,0.85590000,0.32935333,0.46954342
180,0.88522000,0.85280000,0.33092773,0.46380395
181,0.88376000,0.85540000,0.33563872,0.48523345
182,0.88518000,0.85780000,0.33094827,0.47618166
183,0.88426000,0.86830000,0.33481163,0.44579943
184,0.88676000,0.86690000,0.33049012,0.44151542
185,0.88528000,0.86060000,0.33508389,0.45727466
186,0.88564000,0.86000000,0.32794619,0.45335263
187,0.88342000,0.84450000,0.33659983,0.50720024
188,0.88588000,0.83340000,0.33038332,0.54860615
189,0.88520000,0.86270000,0.33473605,0.46466045
190,0.88850000,0.85360000,0.32444568,0.49693587
191,0.88890000,0.85740000,0.32427950,0.46869035
192,0.88868000,0.85120000,0.32638564,0.49254482
193,0.88450000,0.86670000,0.33187363,0.43405384
194,0.88626000,0.85110000,0.32914156,0.51266064
195,0.88814000,0.85210000,0.32316530,0.51570407
196,0.88804000,0.86100000,0.32575424,0.44793371
197,0.88756000,0.84970000,0.32499970,0.47163615
198,0.89004000,0.86210000,0.31776277,0.44423730
199,0.89148000,0.86460000,0.31687501,0.46153167
200,0.88770000,0.86490000,0.32341945,0.45005005
201,0.88936000,0.86670000,0.32055694,0.43918766
202,0.88924000,0.86240000,0.32085655,0.46631037
203,0.89032000,0.85740000,0.31729418,0.46273221
204,0.89142000,0.86170000,0.31806888,0.48419192
205,0.89126000,0.86650000,0.31369147,0.46168080
206,0.89224000,0.85630000,0.31131702,0.47181711
207,0.89312000,0.84700000,0.31012413,0.50259042
208,0.89234000,0.86360000,0.31175408,0.45209086
209,0.89456000,0.84740000,0.30079827,0.53465591
210,0.89450000,0.85620000,0.30373190,0.48591045
211,0.89270000,0.86600000,0.30684885,0.45265524
212,0.89566000,0.85080000,0.29984980,0.49965564
213,0.89696000,0.86830000,0.29862886,0.43960310
214,0.89730000,0.86680000,0.29996403,0.44864312
215,0.89736000,0.86800000,0.29762343,0.44906629
216,0.89954000,0.86350000,0.29414558,0.44620226
217,0.90050000,0.83600000,0.29189968,0.56551309
218,0.89858000,0.86580000,0.29124095,0.44119604
219,0.90192000,0.86340000,0.28691976,0.48194959
220,0.90140000,0.85880000,0.28902633,0.47951867
221,0.90286000,0.84950000,0.28457633,0.51444312
222,0.90132000,0.85390000,0.28896734,0.51341176
223,0.90520000,0.86290000,0.27839318,0.48546836
224,0.90124000,0.87140000,0.28200268,0.43416076
225,0.90388000,0.86820000,0.27819090,0.45032028
226,0.90526000,0.86220000,0.27665038,0.47882016
227,0.90516000,0.87290000,0.27361276,0.42445343
228,0.90630000,0.87030000,0.26910296,0.44186230
229,0.90726000,0.86870000,0.26778912,0.45802075
230,0.90906000,0.86950000,0.26067008,0.45512143
231,0.90684000,0.87180000,0.26686539,0.43137758
232,0.90752000,0.87160000,0.26648249,0.44409085
233,0.91172000,0.87400000,0.25372112,0.43360781
234,0.91072000,0.86400000,0.26062530,0.47361583
235,0.91136000,0.87260000,0.25489697,0.42723990
236,0.91150000,0.86130000,0.25229990,0.49854539
237,0.91108000,0.87250000,0.25394186,0.45986740
238,0.91416000,0.86900000,0.24755777,0.46302274
239,0.91428000,0.87640000,0.24781527,0.43742151
240,0.91472000,0.86840000,0.24763033,0.46304848
241,0.91524000,0.87310000,0.24676688,0.44538722
242,0.91694000,0.87830000,0.23833217,0.43462391
243,0.91676000,0.87950000,0.24243142,0.42370159
244,0.91704000,0.86860000,0.23812040,0.47080593
245,0.91942000,0.87660000,0.23156234,0.44825026
246,0.91998000,0.87600000,0.23210683,0.45915796
247,0.91996000,0.86990000,0.23157185,0.46314281
248,0.92080000,0.87320000,0.22939840,0.45369540
249,0.92072000,0.87600000,0.22758214,0.44742030
250,0.92224000,0.88080000,0.22531912,0.42407370
251,0.92456000,0.87750000,0.21833417,0.44181300
252,0.92318000,0.88270000,0.21939293,0.41871529
253,0.92272000,0.88330000,0.22364239,0.42405821
254,0.92424000,0.87860000,0.21695123,0.42466074
255,0.92640000,0.88350000,0.21556204,0.41451791
256,0.92712000,0.88530000,0.21137079,0.41987285
257,0.92720000,0.87860000,0.20880601,0.43999094
258,0.92716000,0.88530000,0.20923725,0.41351190
259,0.92978000,0.88240000,0.20166624,0.42464765
260,0.93056000,0.88360000,0.20057899,0.42848240
261,0.93006000,0.87980000,0.20604211,0.44750893
262,0.93098000,0.88900000,0.20108013,0.40070626
263,0.93220000,0.88400000,0.19717782,0.41931923
264,0.93270000,0.88520000,0.19544802,0.42231932
265,0.93258000,0.88420000,0.19630943,0.43281016
266,0.93410000,0.88410000,0.18875599,0.42957441
267,0.93312000,0.88680000,0.19162001,0.41870053
268,0.93364000,0.88550000,0.19339705,0.42684706
269,0.93450000,0.88650000,0.18838399,0.41653303
270,0.93408000,0.88830000,0.18921472,0.41308481
271,0.93514000,0.88820000,0.18876916,0.41183624
272,0.93520000,0.88850000,0.18843976,0.42073247
273,0.93680000,0.88890000,0.18249588,0.41210141
274,0.93622000,0.88830000,0.18326690,0.41995451
275,0.93850000,0.88940000,0.17861314,0.41734985
276,0.93682000,0.88850000,0.17924806,0.41918759
277,0.93674000,0.88920000,0.18252239,0.40978292
278,0.93812000,0.88920000,0.17753384,0.41172586
279,0.93718000,0.88790000,0.17733346,0.40629914
280,0.93870000,0.88760000,0.17688361,0.41330933
281,0.94272000,0.88970000,0.17111590,0.41780440
282,0.93902000,0.89160000,0.17508367,0.41306720
283,0.93808000,0.88990000,0.17527898,0.41820787
284,0.94038000,0.89110000,0.17224301,0.41845720
285,0.94132000,0.89110000,0.16782763,0.42091104
286,0.94210000,0.89160000,0.16851710,0.41869774
287,0.93944000,0.89200000,0.17479803,0.41470829
288,0.94068000,0.89170000,0.17116644,0.41159946
289,0.93842000,0.89150000,0.17481202,0.41117464
290,0.94230000,0.89150000,0.17135088,0.40972845
291,0.94312000,0.89140000,0.16567561,0.41775245
292,0.94302000,0.89180000,0.16575323,0.41535608
293,0.94070000,0.89270000,0.17280147,0.41008874
294,0.94270000,0.89070000,0.16679967,0.41227475
295,0.94214000,0.89140000,0.16571282,0.41001207
296,0.94162000,0.89010000,0.16780918,0.41576865
297,0.94172000,0.89080000,0.16949273,0.41568506
298,0.94196000,0.89100000,0.16620475,0.41369582
299,0.94186000,0.89210000,0.16856324,0.41019597
300,0.94238000,0.89070000,0.16817993,0.41258849
